Species Name,Scientific Name,Current Population,Population Decline Rate (%),Habitat Loss (%),Climate Threat Level (1-10),Poaching Threat Level (1-10),Conservation Efforts,Protected Area Coverage (%),Extinction Probability (0-100%)
Pangolin,Rhinoceros sondaicus,2071,27.03,10.15,1,7,High,66.39,27.58
Saola,Phocoena sinus,86,18.51,57.18,6,2,Medium,50.67,94.15
Axolotl,Nomascus hainanus,3420,13.03,33.32,5,6,Medium,5.77,64.36
Pangolin,Podiceps gallardoi,418,18.69,23.43,6,6,Medium,54.98,48.18
Vaquita,Nomascus hainanus,4102,10.46,64.78,9,9,Low,74.43,42.48
Mountain Gorilla,Panthera pardus orientalis,2277,5.63,52.31,8,8,Medium,11.23,36.51
Vaquita,Podiceps gallardoi,753,20.09,83.2,7,5,Medium,42.07,64.01
Saola,Panthera pardus orientalis,4538,22.85,76.48,7,7,High,51.94,94.74
Vaquita,Pseudoryx nghetinhensis,2863,26.99,68.14,6,7,Medium,19.69,34.39
Vaquita,Podiceps gallardoi,3844,24.3,20.13,6,5,Medium,53.8,54.46
Vaquita,Nomascus hainanus,4007,28.17,63.29,1,7,High,8.73,36.1
Amur Leopard,Phocoena sinus,1841,29.65,65.51,7,3,Medium,72.93,33.87
Saola,Pseudoryx nghetinhensis,997,23.62,71.07,5,7,High,62.2,88.47
Hooded Grebe,Podiceps gallardoi,2711,26.7,31.05,7,6,High,75.58,40.7
Vaquita,Gorilla beringei beringei,3722,21.84,61.22,6,6,High,36.38,39.59
Vaquita,Phocoena sinus,3917,9.27,59.46,8,2,High,7.57,91.87
Pangolin,Nomascus hainanus,2874,9.54,40.82,3,2,High,30.62,50.5
Mountain Gorilla,Panthera pardus orientalis,764,7.76,63.08,8,7,High,43.68,20.69
Vaquita,Ambystoma mexicanum,685,28.57,16.94,7,1,High,75.19,76.97
Hooded Grebe,Panthera pardus orientalis,4937,21.82,61.48,1,9,Medium,71.23,60.84
Hooded Grebe,Nomascus hainanus,4133,24.75,58.48,3,3,Low,49.56,81.16
Mountain Gorilla,Pholidota,4521,13.28,26.85,4,6,Medium,59.73,65.05
Mountain Gorilla,Rafetus swinhoei,1720,16.51,75.46,9,3,High,76.54,47.75
Saola,Rhinoceros sondaicus,3485,5.99,79.95,6,9,High,68.79,25.26
Mountain Gorilla,Nomascus hainanus,551,27.23,26.84,7,7,Medium,54.41,88.41
Yangtze Giant Softshell Turtle,Gorilla beringei beringei,174,26.33,16.08,5,1,Low,45.5,36.36
Saola,Nomascus hainanus,2265,24.62,58.29,3,4,Medium,40.7,96.74
Javan Rhino,Gorilla beringei beringei,994,6.46,48.39,5,5,Medium,61.75,39.42
Vaquita,Panthera pardus orientalis,2671,9.36,44.21,7,7,Medium,65.66,85.34
Hooded Grebe,Pholidota,4478,13.35,70.88,9,7,Low,21.32,82.31
Javan Rhino,Podiceps gallardoi,627,11.58,87.57,9,5,High,40.55,56.56
Vaquita,Nomascus hainanus,3923,25.96,48.21,8,1,Low,62.84,51.73
Hooded Grebe,Rafetus swinhoei,78,9.87,10.49,5,5,Medium,55.68,75.56
Hooded Grebe,Pseudoryx nghetinhensis,3434,18.3,57.7,7,5,Medium,49.37,61.76
Pangolin,Gorilla beringei beringei,4206,19.28,62.32,4,4,Low,29.28,69.92
Saola,Rafetus swinhoei,10,15.63,76.24,5,6,Low,50.69,57.15
Hainan Gibbon,Pseudoryx nghetinhensis,2408,11.02,25.95,4,8,High,50.91,64.02
Pangolin,Podiceps gallardoi,2064,29.01,51.95,3,5,High,37.43,34.94
Javan Rhino,Rhinoceros sondaicus,4423,15.33,45.77,1,8,Low,77.02,24.38
Axolotl,Nomascus hainanus,195,23.18,63.16,5,5,High,53.98,48.12
Saola,Gorilla beringei beringei,4833,9.6,15.12,2,3,Medium,68.8,56.8
Mountain Gorilla,Panthera pardus orientalis,2519,25.57,80.72,6,8,Low,14.67,91.58
Axolotl,Pseudoryx nghetinhensis,4448,10.4,50.89,5,4,High,61.76,52.7
Javan Rhino,Gorilla beringei beringei,4818,21.88,80.16,2,3,Medium,50.14,54.28
Vaquita,Pholidota,3089,17.66,37.22,8,3,Low,28.12,73.31
Amur Leopard,Rhinoceros sondaicus,145,8.66,62.28,5,6,High,15.23,36.34
Hainan Gibbon,Gorilla beringei beringei,392,5.62,86.54,2,8,Medium,33.47,88.86
Pangolin,Pseudoryx nghetinhensis,4291,28.27,85.47,1,5,Low,38.1,53.78
Vaquita,Ambystoma mexicanum,2696,8.14,85.53,2,1,High,15.56,93.53
Javan Rhino,Podiceps gallardoi,937,22.62,13.44,1,1,Medium,55.26,41.43
Saola,Rhinoceros sondaicus,3453,21.32,42.24,3,3,Medium,28.03,56.78
Javan Rhino,Rhinoceros sondaicus,570,13.54,14.86,3,6,Medium,65.45,81.47
Axolotl,Ambystoma mexicanum,1199,9.63,34.76,1,2,Medium,53.63,63.92
Amur Leopard,Podiceps gallardoi,907,9.46,23.97,7,1,Low,28.29,72.24
Axolotl,Pholidota,2378,19.63,59.61,7,7,Medium,32.0,42.18
Saola,Panthera pardus orientalis,1748,18.67,72.46,9,2,Low,75.66,45.95
Hooded Grebe,Rhinoceros sondaicus,4963,26.9,51.07,5,8,Low,76.11,60.1
Axolotl,Pholidota,3055,21.0,73.64,4,2,High,36.38,36.0
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,4390,25.48,11.03,5,1,Low,55.94,29.98
Hooded Grebe,Panthera pardus orientalis,3882,5.81,75.64,8,2,Medium,78.5,86.66
Mountain Gorilla,Ambystoma mexicanum,2408,21.77,24.27,8,2,Low,79.55,81.21
Vaquita,Panthera pardus orientalis,4771,10.84,46.87,4,7,Low,10.41,93.63
Saola,Rafetus swinhoei,1403,11.32,45.41,8,1,High,46.51,66.34
Javan Rhino,Nomascus hainanus,2598,23.01,79.85,4,3,Low,59.5,53.2
Mountain Gorilla,Nomascus hainanus,3476,24.84,87.28,4,5,High,19.01,28.14
Axolotl,Ambystoma mexicanum,2034,14.29,30.41,8,7,Low,66.64,87.19
Vaquita,Panthera pardus orientalis,3695,24.75,15.39,2,6,High,40.13,56.04
Hooded Grebe,Rhinoceros sondaicus,939,16.09,62.04,4,8,Low,42.33,64.33
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,4319,26.44,50.23,1,1,Medium,25.57,44.77
Hooded Grebe,Phocoena sinus,4409,5.62,55.26,1,7,Low,27.51,61.39
Pangolin,Pholidota,3236,7.09,13.7,8,9,High,11.31,81.76
Saola,Rhinoceros sondaicus,1413,24.41,72.02,4,7,High,74.86,76.27
Hooded Grebe,Pholidota,209,20.6,28.59,6,6,Medium,33.64,98.12
Amur Leopard,Ambystoma mexicanum,3761,18.98,36.79,5,9,Medium,17.17,59.16
Saola,Panthera pardus orientalis,2295,20.35,28.27,6,4,High,15.68,61.85
Pangolin,Rhinoceros sondaicus,680,28.25,85.68,4,6,Medium,35.56,24.17
Saola,Nomascus hainanus,1738,21.39,23.5,4,6,Low,52.42,50.76
Saola,Ambystoma mexicanum,3248,21.19,68.59,7,3,Low,63.33,92.85
Yangtze Giant Softshell Turtle,Rafetus swinhoei,1259,23.99,29.66,1,7,Medium,74.35,47.69
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,888,26.67,43.99,9,1,Low,52.68,80.52
Javan Rhino,Gorilla beringei beringei,4356,11.55,89.68,3,8,Low,36.55,97.23
Hooded Grebe,Nomascus hainanus,3361,20.42,18.05,4,8,Medium,36.65,30.02
Axolotl,Pholidota,2533,19.6,80.51,9,8,High,48.08,46.39
Axolotl,Pseudoryx nghetinhensis,507,8.37,85.68,5,9,Low,45.35,57.48
Yangtze Giant Softshell Turtle,Panthera pardus orientalis,1997,18.01,65.86,4,4,Medium,53.06,38.75
Vaquita,Pholidota,987,6.74,10.8,6,6,High,42.76,20.98
Vaquita,Panthera pardus orientalis,3054,9.62,75.66,1,7,Low,9.42,57.02
Vaquita,Podiceps gallardoi,2758,27.82,80.58,1,2,Low,42.55,62.39
Vaquita,Ambystoma mexicanum,4889,7.98,88.47,5,6,Medium,6.69,69.41
Mountain Gorilla,Pholidota,2486,19.47,77.15,5,8,Low,18.55,85.35
Axolotl,Nomascus hainanus,548,13.09,45.65,9,4,High,34.06,39.99
Vaquita,Gorilla beringei beringei,4050,18.88,65.09,1,5,Medium,46.35,24.82
Pangolin,Pseudoryx nghetinhensis,910,10.87,48.81,3,8,Medium,18.86,27.1
Axolotl,Rhinoceros sondaicus,1476,16.11,38.24,3,3,Medium,25.72,59.3
Saola,Phocoena sinus,3025,26.68,60.11,4,6,Medium,33.07,92.86
Hooded Grebe,Ambystoma mexicanum,4315,14.41,71.59,7,1,High,19.79,97.59
Saola,Phocoena sinus,1743,13.83,60.87,7,4,High,79.91,36.2
Axolotl,Nomascus hainanus,500,16.15,76.13,5,6,High,65.35,32.01
Javan Rhino,Podiceps gallardoi,1719,7.51,24.11,9,3,High,65.82,47.92
Amur Leopard,Rhinoceros sondaicus,1763,14.68,39.9,7,1,High,47.66,56.65
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,1928,5.17,35.01,2,6,High,77.1,83.84
Axolotl,Rhinoceros sondaicus,2044,17.58,25.53,3,3,Medium,59.92,81.19
Hainan Gibbon,Panthera pardus orientalis,2721,26.2,45.45,7,8,Medium,29.82,92.89
Vaquita,Pseudoryx nghetinhensis,1496,18.8,85.83,5,7,Medium,50.79,87.79
Amur Leopard,Pholidota,1510,20.19,53.04,7,7,High,45.78,54.66
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,207,5.76,32.91,9,8,Medium,48.52,21.5
Mountain Gorilla,Pholidota,1977,26.49,38.32,9,7,High,66.33,38.69
Mountain Gorilla,Ambystoma mexicanum,4626,14.63,59.05,3,5,Medium,43.22,68.19
Hainan Gibbon,Panthera pardus orientalis,1544,29.37,38.22,8,8,High,59.65,59.62
Pangolin,Pseudoryx nghetinhensis,1723,8.01,53.07,6,8,High,23.79,38.97
Saola,Panthera pardus orientalis,1358,28.62,31.93,4,8,High,74.9,30.4
Hooded Grebe,Gorilla beringei beringei,4793,20.86,37.67,4,6,Low,11.48,37.06
Saola,Ambystoma mexicanum,4572,6.31,66.46,4,2,Low,79.52,40.52
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,3854,29.29,56.77,7,8,High,52.45,88.52
Axolotl,Panthera pardus orientalis,605,5.35,17.48,6,1,Medium,40.25,76.11
Saola,Nomascus hainanus,148,23.27,87.85,2,9,High,28.31,63.63
Javan Rhino,Rafetus swinhoei,1024,27.24,13.95,5,9,High,35.39,21.65
Saola,Pholidota,251,9.4,16.64,5,6,Low,63.68,84.87
Vaquita,Rhinoceros sondaicus,2373,13.58,66.11,6,6,High,15.46,63.64
Saola,Rafetus swinhoei,742,19.03,66.64,7,6,Low,23.95,69.56
Hainan Gibbon,Phocoena sinus,144,22.0,11.51,8,4,Medium,14.28,25.19
Mountain Gorilla,Panthera pardus orientalis,3269,26.8,61.42,8,1,Medium,37.0,84.37
Vaquita,Phocoena sinus,3771,24.03,12.66,5,1,Medium,34.04,85.73
Yangtze Giant Softshell Turtle,Gorilla beringei beringei,2636,14.08,86.86,2,1,High,53.66,89.78
Javan Rhino,Nomascus hainanus,3150,25.54,65.69,8,5,Low,79.68,61.72
Pangolin,Pholidota,2496,29.15,24.93,6,7,High,71.93,51.13
Saola,Gorilla beringei beringei,2134,10.67,22.65,3,1,Medium,71.03,25.77
Axolotl,Podiceps gallardoi,1520,6.85,55.57,4,1,High,53.43,35.32
Javan Rhino,Ambystoma mexicanum,1828,15.67,60.68,1,6,Low,25.3,37.82
Mountain Gorilla,Gorilla beringei beringei,4863,27.03,76.5,3,2,Low,33.81,24.95
Vaquita,Rafetus swinhoei,2806,8.76,82.27,4,2,Medium,23.76,32.2
Hooded Grebe,Pholidota,4522,27.14,41.4,2,7,Medium,15.13,90.06
Hainan Gibbon,Rafetus swinhoei,4312,29.81,77.53,6,9,Medium,37.7,63.09
Javan Rhino,Pholidota,1653,6.35,53.39,8,8,High,72.32,80.39
Pangolin,Rhinoceros sondaicus,2778,17.38,47.65,6,2,Low,60.79,41.73
Pangolin,Pseudoryx nghetinhensis,4416,13.22,65.92,3,7,High,78.86,30.63
Amur Leopard,Pholidota,3374,14.84,18.26,9,5,Medium,19.61,49.49
Pangolin,Rafetus swinhoei,1409,16.29,31.23,4,4,Low,42.54,82.65
Hainan Gibbon,Phocoena sinus,1560,23.49,75.34,6,4,Medium,64.48,43.49
Yangtze Giant Softshell Turtle,Gorilla beringei beringei,3421,19.78,50.33,4,4,Low,39.53,36.16
Yangtze Giant Softshell Turtle,Gorilla beringei beringei,92,29.03,82.64,4,9,Low,31.63,21.77
Vaquita,Pholidota,1489,13.32,17.1,2,7,Medium,66.19,69.3
Javan Rhino,Podiceps gallardoi,2930,18.54,35.07,2,7,Low,37.27,54.43
Yangtze Giant Softshell Turtle,Pholidota,2293,25.33,38.44,2,4,Low,73.47,40.44
Pangolin,Panthera pardus orientalis,2450,14.33,43.82,2,9,Medium,25.13,61.06
Javan Rhino,Phocoena sinus,1792,16.63,88.95,8,8,Low,72.23,75.35
Pangolin,Rhinoceros sondaicus,614,22.12,34.85,4,4,Medium,25.88,39.55
Pangolin,Rhinoceros sondaicus,4343,26.52,51.49,4,6,High,26.72,68.09
Hooded Grebe,Rafetus swinhoei,740,15.39,52.89,3,4,High,36.54,40.55
Yangtze Giant Softshell Turtle,Nomascus hainanus,1370,18.3,71.66,5,1,Medium,43.69,97.95
Saola,Pseudoryx nghetinhensis,2088,29.38,51.43,4,5,Low,36.37,77.86
Hooded Grebe,Rafetus swinhoei,987,6.06,58.46,7,3,High,69.66,67.61
Javan Rhino,Panthera pardus orientalis,1647,16.21,70.27,7,1,Medium,64.67,33.61
Amur Leopard,Nomascus hainanus,1991,20.9,18.09,6,2,Medium,28.24,66.33
Javan Rhino,Pseudoryx nghetinhensis,2960,5.21,87.08,7,2,Low,43.36,83.24
Amur Leopard,Gorilla beringei beringei,3310,19.92,77.7,7,8,Low,37.33,78.23
Saola,Rafetus swinhoei,4014,6.4,41.1,8,4,Low,9.21,81.46
Javan Rhino,Rhinoceros sondaicus,592,26.44,68.27,1,3,Medium,61.11,45.11
Hooded Grebe,Nomascus hainanus,469,25.18,70.99,3,4,High,18.62,45.93
Hainan Gibbon,Nomascus hainanus,145,5.81,78.02,3,1,Medium,75.06,62.57
Javan Rhino,Phocoena sinus,1986,6.22,25.07,5,1,Low,34.83,42.01
Saola,Pholidota,987,23.84,66.3,7,5,Low,51.67,28.93
Hooded Grebe,Panthera pardus orientalis,293,14.24,12.67,6,7,Medium,66.37,56.43
Javan Rhino,Pseudoryx nghetinhensis,2907,19.38,19.25,4,9,Low,18.52,20.15
Axolotl,Pseudoryx nghetinhensis,2408,11.76,72.09,6,7,Low,45.59,80.1
Pangolin,Rhinoceros sondaicus,4122,9.32,75.04,7,5,Medium,22.81,79.23
Vaquita,Pholidota,1248,12.4,57.39,4,3,High,43.23,63.6
Hooded Grebe,Rhinoceros sondaicus,3476,11.17,56.53,8,8,Low,48.46,79.06
Amur Leopard,Ambystoma mexicanum,2471,16.21,69.96,5,7,High,17.69,69.34
Mountain Gorilla,Panthera pardus orientalis,3176,23.67,82.49,3,4,High,48.56,75.1
Mountain Gorilla,Pholidota,3714,18.85,43.69,2,1,High,39.12,25.11
Yangtze Giant Softshell Turtle,Nomascus hainanus,2063,20.23,19.19,1,3,High,44.15,89.62
Pangolin,Ambystoma mexicanum,789,16.75,77.12,4,8,Low,72.87,70.87
Mountain Gorilla,Rhinoceros sondaicus,2144,13.12,37.33,2,2,Low,41.29,68.24
Amur Leopard,Ambystoma mexicanum,2246,8.59,20.7,3,9,Medium,40.71,50.59
Axolotl,Gorilla beringei beringei,1649,13.86,59.17,1,4,Low,40.28,22.22
Yangtze Giant Softshell Turtle,Rafetus swinhoei,429,21.63,56.25,6,7,Medium,51.73,91.22
Vaquita,Nomascus hainanus,1836,23.34,47.94,4,7,High,32.56,97.87
Yangtze Giant Softshell Turtle,Pholidota,3148,16.73,78.78,5,8,Medium,65.1,83.82
Javan Rhino,Gorilla beringei beringei,3699,21.12,31.78,8,7,Medium,26.45,92.29
Pangolin,Nomascus hainanus,4965,10.26,11.06,4,4,Low,27.47,29.56
Hooded Grebe,Rhinoceros sondaicus,216,26.5,35.88,6,7,Medium,49.16,30.17
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,3400,26.65,10.78,3,5,High,24.49,89.49
Hooded Grebe,Pholidota,3880,13.01,53.49,8,7,Low,11.75,24.54
Vaquita,Pholidota,3806,18.69,40.26,3,3,Low,20.42,27.36
Saola,Pseudoryx nghetinhensis,2544,20.17,75.12,7,7,Low,73.52,84.53
Hainan Gibbon,Gorilla beringei beringei,2190,16.81,73.81,7,7,High,5.8,64.0
Saola,Pholidota,4220,27.78,44.77,3,2,Medium,15.01,50.95
Mountain Gorilla,Pseudoryx nghetinhensis,4316,23.49,27.32,3,8,Low,61.85,63.72
Javan Rhino,Gorilla beringei beringei,4237,21.81,43.79,8,7,Medium,78.49,89.42
Pangolin,Rhinoceros sondaicus,1407,18.0,61.31,3,9,High,56.61,79.81
Pangolin,Ambystoma mexicanum,4259,7.12,25.22,2,4,High,74.18,74.64
Mountain Gorilla,Ambystoma mexicanum,1456,7.7,71.84,5,9,High,69.14,97.17
Axolotl,Podiceps gallardoi,961,12.48,36.44,7,1,Low,41.0,61.18
Hooded Grebe,Gorilla beringei beringei,4031,10.29,84.57,8,5,Low,30.01,20.5
Pangolin,Gorilla beringei beringei,1727,28.81,50.95,1,7,Medium,52.42,53.89
Saola,Pseudoryx nghetinhensis,4252,15.25,77.77,2,4,Medium,45.02,27.63
Axolotl,Rafetus swinhoei,3815,26.92,59.27,7,7,Low,6.94,29.2
Axolotl,Ambystoma mexicanum,3208,25.45,54.37,9,9,High,76.8,40.14
Hooded Grebe,Rhinoceros sondaicus,4820,25.31,64.57,3,5,High,47.77,50.13
Mountain Gorilla,Pseudoryx nghetinhensis,1606,10.39,74.92,8,5,Low,70.59,58.05
Yangtze Giant Softshell Turtle,Pholidota,3743,16.18,61.56,3,2,Medium,60.1,33.42
Hainan Gibbon,Gorilla beringei beringei,3226,12.95,73.78,4,5,High,30.56,44.63
Pangolin,Panthera pardus orientalis,916,29.26,25.24,2,8,Low,72.59,41.85
Amur Leopard,Pseudoryx nghetinhensis,3760,26.92,32.2,9,4,Medium,64.28,48.85
Saola,Nomascus hainanus,4068,11.25,28.38,5,2,Medium,37.23,28.53
Vaquita,Phocoena sinus,2164,12.84,73.86,5,8,High,68.04,51.39
Hainan Gibbon,Ambystoma mexicanum,4934,18.22,16.89,4,4,High,25.37,63.79
Hooded Grebe,Rhinoceros sondaicus,1347,11.97,73.67,5,5,High,55.3,27.66
Javan Rhino,Nomascus hainanus,4116,25.61,41.12,1,7,High,13.59,61.14
Pangolin,Podiceps gallardoi,2505,25.48,16.36,6,5,Medium,69.93,79.72
Axolotl,Rhinoceros sondaicus,2984,23.11,43.95,4,4,Low,59.71,20.65
Mountain Gorilla,Pholidota,2452,22.23,34.04,4,7,Medium,16.44,23.75
Pangolin,Nomascus hainanus,4483,18.68,57.36,5,4,High,6.6,56.85
Amur Leopard,Panthera pardus orientalis,370,13.68,47.8,1,4,Low,34.24,88.95
Mountain Gorilla,Rafetus swinhoei,3074,25.92,33.74,4,2,Medium,55.65,98.83
Axolotl,Ambystoma mexicanum,4747,26.47,78.98,3,5,Low,26.24,27.38
Yangtze Giant Softshell Turtle,Gorilla beringei beringei,582,6.24,42.55,5,8,Medium,77.99,21.45
Axolotl,Rafetus swinhoei,1965,14.97,47.66,5,4,Low,75.1,38.07
Yangtze Giant Softshell Turtle,Ambystoma mexicanum,3054,5.67,77.73,8,2,Medium,49.85,56.93
Yangtze Giant Softshell Turtle,Ambystoma mexicanum,1594,25.99,17.12,1,9,Medium,28.67,65.17
Mountain Gorilla,Pholidota,2243,9.43,41.19,3,6,High,72.22,96.91
Hainan Gibbon,Podiceps gallardoi,3302,21.85,42.23,5,3,Medium,65.26,90.19
Pangolin,Podiceps gallardoi,3256,13.93,49.67,3,5,High,11.46,64.41
Amur Leopard,Pholidota,1824,25.4,18.49,6,6,Medium,40.72,48.58
Hooded Grebe,Pholidota,4051,17.74,18.21,3,9,Low,78.59,45.38
Axolotl,Ambystoma mexicanum,1899,13.11,43.31,6,5,Low,39.04,65.24
Pangolin,Nomascus hainanus,1909,13.1,12.64,8,9,High,74.97,76.99
Yangtze Giant Softshell Turtle,Gorilla beringei beringei,2665,13.17,30.4,4,1,Medium,78.3,58.05
Yangtze Giant Softshell Turtle,Phocoena sinus,2339,24.71,26.09,8,4,High,34.05,44.05
Axolotl,Podiceps gallardoi,3728,22.78,49.15,7,1,Low,77.34,68.44
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,1066,12.98,10.89,4,2,Medium,15.35,64.08
Javan Rhino,Phocoena sinus,2139,17.26,64.06,3,2,High,17.01,53.76
Hooded Grebe,Rafetus swinhoei,1516,6.9,78.45,5,5,Low,25.74,79.12
Pangolin,Ambystoma mexicanum,1640,25.69,66.54,5,1,Low,40.07,42.3
Vaquita,Rafetus swinhoei,1001,11.65,75.45,7,3,Medium,18.58,58.31
Vaquita,Nomascus hainanus,4600,27.23,61.47,1,6,Medium,30.51,94.29
Mountain Gorilla,Podiceps gallardoi,1203,19.92,50.59,9,1,Medium,12.77,77.1
Axolotl,Nomascus hainanus,3978,19.2,27.52,2,1,High,37.25,50.65
Yangtze Giant Softshell Turtle,Ambystoma mexicanum,712,9.07,32.37,9,3,High,67.06,63.15
Mountain Gorilla,Phocoena sinus,1040,6.74,35.42,9,9,Medium,49.63,52.03
Saola,Rafetus swinhoei,4931,18.82,13.04,3,2,Medium,65.76,28.89
Vaquita,Phocoena sinus,2491,16.7,83.05,7,6,Medium,15.18,46.46
Hainan Gibbon,Nomascus hainanus,572,7.99,82.02,3,3,Low,34.96,87.98
Mountain Gorilla,Pseudoryx nghetinhensis,376,25.89,18.62,8,6,Medium,7.95,56.43
Hainan Gibbon,Rhinoceros sondaicus,803,15.43,54.54,8,7,High,32.75,66.19
Yangtze Giant Softshell Turtle,Rafetus swinhoei,3113,11.51,47.41,3,7,Low,51.09,34.33
Saola,Podiceps gallardoi,4741,24.71,64.67,5,2,Medium,47.67,48.14
Yangtze Giant Softshell Turtle,Pholidota,996,27.83,58.24,7,3,High,9.52,93.41
Saola,Nomascus hainanus,967,12.65,19.95,1,4,Low,9.65,44.83
Saola,Nomascus hainanus,3605,24.4,62.81,3,8,Low,27.88,39.79
Saola,Rafetus swinhoei,864,21.31,58.71,1,5,High,62.85,24.42
Javan Rhino,Rhinoceros sondaicus,1579,29.74,52.5,2,1,High,6.54,27.68
Saola,Pholidota,2266,10.1,42.19,7,9,Low,51.19,66.2
Javan Rhino,Panthera pardus orientalis,3919,29.02,86.39,7,1,High,18.78,72.14
Yangtze Giant Softshell Turtle,Phocoena sinus,4113,12.88,77.96,3,2,Low,75.82,70.68
Javan Rhino,Rafetus swinhoei,4842,15.3,56.81,6,7,Low,37.27,62.65
Pangolin,Rhinoceros sondaicus,2232,13.97,10.51,6,3,Low,8.59,58.79
Hainan Gibbon,Gorilla beringei beringei,4186,11.71,44.57,2,6,Low,58.52,25.7
Saola,Pseudoryx nghetinhensis,247,22.33,66.03,9,8,Medium,41.35,86.41
Amur Leopard,Panthera pardus orientalis,3298,19.73,19.38,8,5,High,71.09,60.53
Hooded Grebe,Rhinoceros sondaicus,4292,12.64,42.52,2,1,Medium,53.89,30.42
Mountain Gorilla,Rhinoceros sondaicus,4735,8.31,25.34,4,3,Medium,56.94,30.73
Yangtze Giant Softshell Turtle,Nomascus hainanus,1742,12.93,37.05,9,2,Medium,62.54,60.52
Axolotl,Pholidota,3071,14.53,12.13,4,6,Medium,36.53,39.32
Hainan Gibbon,Rhinoceros sondaicus,824,14.52,20.14,7,5,Low,64.44,92.84
Hainan Gibbon,Gorilla beringei beringei,4719,13.93,46.38,5,7,Low,8.8,59.42
Axolotl,Ambystoma mexicanum,1196,6.22,81.86,6,2,Low,62.41,97.3
Mountain Gorilla,Rhinoceros sondaicus,2235,16.6,49.25,1,6,Low,52.72,78.0
Hainan Gibbon,Pseudoryx nghetinhensis,994,25.91,46.25,4,5,Medium,47.5,84.05
Javan Rhino,Podiceps gallardoi,807,9.51,73.01,5,6,Low,28.86,50.72
Pangolin,Phocoena sinus,4172,8.64,31.43,6,5,Medium,13.56,30.59
Vaquita,Pholidota,553,16.8,17.61,6,7,Low,53.54,74.49
Javan Rhino,Gorilla beringei beringei,529,14.27,26.77,5,5,High,40.38,52.16
Saola,Pholidota,2556,19.03,73.3,3,7,High,21.34,94.96
Hainan Gibbon,Rhinoceros sondaicus,1464,28.68,64.16,2,1,High,8.25,35.3
Javan Rhino,Rafetus swinhoei,1068,24.02,17.32,7,9,High,45.41,69.49
Vaquita,Panthera pardus orientalis,2246,22.18,63.37,1,6,Low,14.47,88.42
Pangolin,Podiceps gallardoi,1122,15.4,84.52,5,9,High,74.71,51.82
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,3416,12.18,13.6,4,1,High,16.3,95.34
Pangolin,Podiceps gallardoi,956,18.51,59.31,7,2,Medium,7.4,26.05
Amur Leopard,Gorilla beringei beringei,4040,27.14,40.33,2,7,High,24.65,66.37
Javan Rhino,Phocoena sinus,145,26.92,50.08,8,4,Low,18.12,81.41
Axolotl,Gorilla beringei beringei,2603,16.14,52.25,9,1,Medium,64.34,35.94
Saola,Pseudoryx nghetinhensis,802,11.16,71.68,1,5,Low,26.7,24.57
Pangolin,Rafetus swinhoei,1146,10.63,54.56,5,4,Medium,23.39,26.31
Mountain Gorilla,Pseudoryx nghetinhensis,1372,5.85,57.45,4,6,Low,79.61,45.22
Javan Rhino,Pholidota,564,26.07,36.63,5,7,High,16.25,37.63
Yangtze Giant Softshell Turtle,Pholidota,2582,11.62,20.08,9,3,Medium,11.37,37.69
Saola,Rafetus swinhoei,3413,13.97,64.62,3,6,High,27.92,56.22
Axolotl,Rhinoceros sondaicus,2264,25.23,10.04,1,2,Low,35.38,26.71
Axolotl,Nomascus hainanus,1376,8.0,36.3,3,4,Low,62.03,98.64
Hooded Grebe,Ambystoma mexicanum,958,16.53,27.44,4,9,Medium,76.66,74.97
Yangtze Giant Softshell Turtle,Rafetus swinhoei,113,8.06,41.08,2,7,Low,62.28,22.39
Amur Leopard,Pseudoryx nghetinhensis,1056,16.05,34.9,1,2,Low,59.5,74.66
Mountain Gorilla,Ambystoma mexicanum,4036,6.18,66.34,1,6,Medium,79.36,82.55
Pangolin,Rhinoceros sondaicus,2624,17.94,30.82,8,4,High,62.4,35.07
Pangolin,Ambystoma mexicanum,3341,24.89,54.86,4,8,Medium,15.46,86.38
Amur Leopard,Panthera pardus orientalis,973,21.91,46.46,2,8,Low,39.61,68.33
Javan Rhino,Phocoena sinus,3281,17.73,74.08,3,1,Low,42.76,84.85
Vaquita,Gorilla beringei beringei,847,25.72,44.25,8,8,Medium,27.86,76.62
Axolotl,Ambystoma mexicanum,2468,10.69,79.11,6,7,Medium,17.32,75.67
Pangolin,Pseudoryx nghetinhensis,891,25.77,10.01,8,1,High,58.38,32.5
Javan Rhino,Pholidota,3198,11.91,58.39,5,3,Low,25.81,44.95
Hooded Grebe,Podiceps gallardoi,4529,14.06,10.78,3,5,Low,51.85,61.34
Amur Leopard,Ambystoma mexicanum,2212,8.21,67.11,6,3,High,29.19,28.89
Amur Leopard,Pholidota,3344,7.54,28.79,8,3,Medium,42.97,57.8
Hainan Gibbon,Rhinoceros sondaicus,2208,28.3,40.4,5,1,Medium,30.28,55.18
